canonical_name,year,month,major_head,count
Bagalkote,2016,3,BURGLARY - NIGHT,2
Bagalkote,2016,3,CASES OF HURT,17
Bagalkote,2016,3,CHEATING,15
Bagalkote,2016,3,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",3
Bagalkote,2016,3,CRIMES RELATED TO WOMEN,2
Bagalkote,2016,3,CRIMINAL BREACH OF TRUST,2
Bagalkote,2016,3,CRIMINAL INTIMIDATION,1
Bagalkote,2016,3,CRIMINAL TRESPASS,1
Bagalkote,2016,3,CRUELTY BY HUSBAND,5
Bagalkote,2016,3,CYBER CRIME,1
Bagalkote,2016,3,CrPC,27
Bagalkote,2016,3,DACOITY,1
Bagalkote,2016,3,DEATHS DUE TO RASHNESS/NEGLIGENCE,1
Bagalkote,2016,3,FORGERY,1
Bagalkote,2016,3,IMMORAL TRAFFIC,1
Bagalkote,2016,3,KARNATAKA POLICE ACT 1963,23
Bagalkote,2016,3,KIDNAPPING AND ABDUCTION,6
Bagalkote,2016,3,Karnataka State Local Act,24
Bagalkote,2016,3,MISCHIEF,1
Bagalkote,2016,3,MISSING PERSON,9
Bagalkote,2016,3,MOLESTATION,10
Bagalkote,2016,3,MOTOR VEHICLE ACCIDENTS FATAL,24
Bagalkote,2016,3,MOTOR VEHICLE ACCIDENTS NON-FATAL,46
Bagalkote,2016,3,MURDER,2
Bagalkote,2016,3,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,1
Bagalkote,2016,3,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),3
Bagalkote,2016,3,OFFENCES RELATED TO MARRIAGE,1
Bagalkote,2016,3,POCSO,2
Bagalkote,2016,3,RIOTS,18
Bagalkote,2016,3,ROBBERY,2
Bagalkote,2016,3,SCHEDULED CASTE AND THE SCHEDULED TRIBES,2
Bagalkote,2016,3,SUICIDE,1
Bagalkote,2016,3,THEFT,24
Bagalkote,2016,4,AFFRAY,1
Bagalkote,2016,4,ARSON,1
Bagalkote,2016,4,ATTEMPT TO MURDER,4
Bagalkote,2016,4,BURGLARY - DAY,1
Bagalkote,2016,4,BURGLARY - NIGHT,6
Bagalkote,2016,4,CASES OF HURT,18
Bagalkote,2016,4,CHEATING,6
Bagalkote,2016,4,COMMUNAL / RELIGION,1
Bagalkote,2016,4,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",1
Bagalkote,2016,4,CRIMES RELATED TO WOMEN,3
Bagalkote,2016,4,CRIMINAL TRESPASS,2
Bagalkote,2016,4,CRUELTY BY HUSBAND,3
Bagalkote,2016,4,CrPC,18
Bagalkote,2016,4,DACOITY,2
Bagalkote,2016,4,DEATHS DUE TO RASHNESS/NEGLIGENCE,1
Bagalkote,2016,4,KARNATAKA POLICE ACT 1963,30
Bagalkote,2016,4,KIDNAPPING AND ABDUCTION,1
Bagalkote,2016,4,Karnataka State Local Act,21
Bagalkote,2016,4,MISSING PERSON,13
Bagalkote,2016,4,MOLESTATION,16
Bagalkote,2016,4,MOTOR VEHICLE ACCIDENTS FATAL,28
Bagalkote,2016,4,MOTOR VEHICLE ACCIDENTS NON-FATAL,46
Bagalkote,2016,4,MURDER,3
Bagalkote,2016,4,NEGLIGENT ACT,2
Bagalkote,2016,4,OFFENCES RELATED TO MARRIAGE,1
Bagalkote,2016,4,POCSO,4
Bagalkote,2016,4,RIOTS,19
Bagalkote,2016,4,ROBBERY,1
Bagalkote,2016,4,SCHEDULED CASTE AND THE SCHEDULED TRIBES,5
Bagalkote,2016,4,SUICIDE,1
Bagalkote,2016,4,THEFT,8
Bagalkote,2016,5,ARSON,1
Bagalkote,2016,5,ATTEMPT TO MURDER,4
Bagalkote,2016,5,BURGLARY - DAY,2
Bagalkote,2016,5,BURGLARY - NIGHT,15
Bagalkote,2016,5,CASES OF HURT,26
Bagalkote,2016,5,CHEATING,2
Bagalkote,2016,5,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",2
Bagalkote,2016,5,CRIMES RELATED TO WOMEN,1
Bagalkote,2016,5,CRIMINAL INTIMIDATION,3
Bagalkote,2016,5,CRIMINAL TRESPASS,1
Bagalkote,2016,5,CRUELTY BY HUSBAND,4
Bagalkote,2016,5,CYBER CRIME,2
Bagalkote,2016,5,Concealment of birth by secret disposal of Child,1
Bagalkote,2016,5,CrPC,61
Bagalkote,2016,5,DEATHS DUE TO RASHNESS/NEGLIGENCE,2
Bagalkote,2016,5,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,1
Bagalkote,2016,5,FORGERY,1
Bagalkote,2016,5,KARNATAKA POLICE ACT 1963,49
Bagalkote,2016,5,KIDNAPPING AND ABDUCTION,2
Bagalkote,2016,5,Karnataka State Local Act,18
Bagalkote,2016,5,MISCHIEF,1
Bagalkote,2016,5,MISSING PERSON,8
Bagalkote,2016,5,MOLESTATION,12
Bagalkote,2016,5,MOTOR VEHICLE ACCIDENTS FATAL,27
Bagalkote,2016,5,MOTOR VEHICLE ACCIDENTS NON-FATAL,49
Bagalkote,2016,5,MURDER,5
Bagalkote,2016,5,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,1
Bagalkote,2016,5,NEGLIGENT ACT,1
Bagalkote,2016,5,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),1
Bagalkote,2016,5,OFFENCES RELATED TO MARRIAGE,1
Bagalkote,2016,5,POCSO,3
Bagalkote,2016,5,RIOTS,13
Bagalkote,2016,5,ROBBERY,1
Bagalkote,2016,5,SCHEDULED CASTE AND THE SCHEDULED TRIBES,3
Bagalkote,2016,5,SUICIDE,1
Bagalkote,2016,5,THEFT,14
Bagalkote,2016,5,WRONGFUL RESTRAINT/CONFINEMENT,1
Bagalkote,2016,6,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,1
Bagalkote,2016,6,ATTEMPT TO MURDER,8
Bagalkote,2016,6,BURGLARY - DAY,3
Bagalkote,2016,6,BURGLARY - NIGHT,6
Bagalkote,2016,6,CASES OF HURT,13
Bagalkote,2016,6,CHEATING,2
Bagalkote,2016,6,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",1
Bagalkote,2016,6,CRIMES RELATED TO WOMEN,3
Bagalkote,2016,6,CRIMINAL INTIMIDATION,1
Bagalkote,2016,6,CRIMINAL TRESPASS,7
Bagalkote,2016,6,CRUELTY BY HUSBAND,1
Bagalkote,2016,6,CrPC,57
Bagalkote,2016,6,ELECTION,2
Bagalkote,2016,6,EXPOSURE AND ABANDONMENT OF CHILD,1
Bagalkote,2016,6,FORGERY,4
Bagalkote,2016,6,KARNATAKA POLICE ACT 1963,77
Bagalkote,2016,6,KIDNAPPING AND ABDUCTION,4
Bagalkote,2016,6,Karnataka State Local Act,15
Bagalkote,2016,6,MISSING PERSON,10
Bagalkote,2016,6,MOLESTATION,9
Bagalkote,2016,6,MOTOR VEHICLE ACCIDENTS FATAL,17
Bagalkote,2016,6,MOTOR VEHICLE ACCIDENTS NON-FATAL,27
Bagalkote,2016,6,MURDER,6
Bagalkote,2016,6,NEGLIGENT ACT,2
Bagalkote,2016,6,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),2
Bagalkote,2016,6,POCSO,1
Bagalkote,2016,6,RIOTS,12
Bagalkote,2016,6,ROBBERY,1
Bagalkote,2016,6,SCHEDULED CASTE AND THE SCHEDULED TRIBES,1
Bagalkote,2016,6,THEFT,14
Bagalkote,2016,6,WRONGFUL RESTRAINT/CONFINEMENT,2
Bagalkote,2016,7,ATTEMPT TO MURDER,2
Bagalkote,2016,7,Attempting to commit offences,1
Bagalkote,2016,7,BURGLARY - NIGHT,3
Bagalkote,2016,7,CASES OF HURT,8
Bagalkote,2016,7,CHEATING,11
Bagalkote,2016,7,CRIMES RELATED TO WOMEN,4
Bagalkote,2016,7,CRIMINAL BREACH OF TRUST,1
Bagalkote,2016,7,CRIMINAL INTIMIDATION,3
Bagalkote,2016,7,CRIMINAL TRESPASS,2
Bagalkote,2016,7,CRUELTY BY HUSBAND,5
Bagalkote,2016,7,Concealment of birth by secret disposal of Child,1
Bagalkote,2016,7,CrPC,41
Bagalkote,2016,7,EXPOSURE AND ABANDONMENT OF CHILD,1
Bagalkote,2016,7,KARNATAKA POLICE ACT 1963,31
Bagalkote,2016,7,KIDNAPPING AND ABDUCTION,4
Bagalkote,2016,7,Karnataka State Local Act,10
Bagalkote,2016,7,MISCHIEF,1
Bagalkote,2016,7,MISSING PERSON,12
Bagalkote,2016,7,MOLESTATION,5
Bagalkote,2016,7,MOTOR VEHICLE ACCIDENTS FATAL,28
Bagalkote,2016,7,MOTOR VEHICLE ACCIDENTS NON-FATAL,42
Bagalkote,2016,7,MURDER,1
Bagalkote,2016,7,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),1
Bagalkote,2016,7,POCSO,3
Bagalkote,2016,7,RAPE,1
Bagalkote,2016,7,RIOTS,15
Bagalkote,2016,7,ROBBERY,1
Bagalkote,2016,7,THEFT,22
Bagalkote,2016,8,BURGLARY - DAY,1
Bagalkote,2016,8,BURGLARY - NIGHT,4
Bagalkote,2016,8,CASES OF HURT,10
Bagalkote,2016,8,CHEATING,11
Bagalkote,2016,8,CONSUMER,1
Bagalkote,2016,8,COPY RIGHT ACT 1957,1
Bagalkote,2016,8,COUNTERFEITING,1
Bagalkote,2016,8,CRIMES RELATED TO WOMEN,1
Bagalkote,2016,8,CRIMINAL BREACH OF TRUST,1
Bagalkote,2016,8,CRIMINAL INTIMIDATION,2
Bagalkote,2016,8,CRIMINAL TRESPASS,5
Bagalkote,2016,8,CRUELTY BY HUSBAND,4
Bagalkote,2016,8,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Bagalkote,2016,8,CrPC,143
Bagalkote,2016,8,DEATHS DUE TO RASHNESS/NEGLIGENCE,1
Bagalkote,2016,8,DOWRY DEATHS,2
Bagalkote,2016,8,EXPLOSIVES,2
Bagalkote,2016,8,EXPOSURE AND ABANDONMENT OF CHILD,2
Bagalkote,2016,8,FORGERY,1
Bagalkote,2016,8,KARNATAKA POLICE ACT 1963,37
Bagalkote,2016,8,KIDNAPPING AND ABDUCTION,5
Bagalkote,2016,8,Karnataka State Local Act,9
Bagalkote,2016,8,MISSING PERSON,8
Bagalkote,2016,8,MOLESTATION,8
Bagalkote,2016,8,MOTOR VEHICLE ACCIDENTS FATAL,24
Bagalkote,2016,8,MOTOR VEHICLE ACCIDENTS NON-FATAL,42
Bagalkote,2016,8,MURDER,3
Bagalkote,2016,8,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,1
Bagalkote,2016,8,OF ABETMENT,1
Bagalkote,2016,8,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),1
Bagalkote,2016,8,POCSO,3
Bagalkote,2016,8,RIOTS,7
Bagalkote,2016,8,SCHEDULED CASTE AND THE SCHEDULED TRIBES,1
Bagalkote,2016,8,SUICIDE,1
Bagalkote,2016,8,THEFT,22
Bagalkote,2016,9,ARSON,1
Bagalkote,2016,9,Attempting to commit offences,1
Bagalkote,2016,9,BURGLARY - DAY,5
Bagalkote,2016,9,BURGLARY - NIGHT,6
Bagalkote,2016,9,CASES OF HURT,9
Bagalkote,2016,9,CHEATING,7
Bagalkote,2016,9,COMMUNAL / RELIGION,1
Bagalkote,2016,9,CONSUMER,1
Bagalkote,2016,9,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",2
Bagalkote,2016,9,CRIMES RELATED TO WOMEN,1
Bagalkote,2016,9,CRIMINAL TRESPASS,4
Bagalkote,2016,9,CRUELTY BY HUSBAND,2
Bagalkote,2016,9,CrPC,77
Bagalkote,2016,9,EXPLOSIVES,2
Bagalkote,2016,9,EXPOSURE AND ABANDONMENT OF CHILD,2
Bagalkote,2016,9,FORGERY,1
Bagalkote,2016,9,KARNATAKA POLICE ACT 1963,22
Bagalkote,2016,9,KIDNAPPING AND ABDUCTION,3
Bagalkote,2016,9,Karnataka State Local Act,16
Bagalkote,2016,9,MISSING PERSON,9
Bagalkote,2016,9,MOLESTATION,5
Bagalkote,2016,9,MOTOR VEHICLE ACCIDENTS FATAL,19
Bagalkote,2016,9,MOTOR VEHICLE ACCIDENTS NON-FATAL,44
Bagalkote,2016,9,MURDER,2
Bagalkote,2016,9,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),3
Bagalkote,2016,9,POCSO,4
Bagalkote,2016,9,RAPE,1
Bagalkote,2016,9,RIOTS,6
Bagalkote,2016,9,SCHEDULED CASTE AND THE SCHEDULED TRIBES,4
Bagalkote,2016,9,THEFT,12
Bagalkote,2017,1,AFFRAY,2
Bagalkote,2017,1,ATTEMPT TO MURDER,2
Bagalkote,2017,1,BURGLARY - DAY,2
Bagalkote,2017,1,BURGLARY - NIGHT,8
Bagalkote,2017,1,CASES OF HURT,11
Bagalkote,2017,1,CHEATING,5
Bagalkote,2017,1,COMMUNAL / RELIGION,2
Bagalkote,2017,1,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",11
Bagalkote,2017,1,CRIMES RELATED TO WOMEN,1
Bagalkote,2017,1,CRIMINAL INTIMIDATION,2
Bagalkote,2017,1,CRIMINAL TRESPASS,4
Bagalkote,2017,1,CRUELTY BY HUSBAND,3
Bagalkote,2017,1,CrPC,38
Bagalkote,2017,1,DACOITY,3
Bagalkote,2017,1,DEATHS DUE TO RASHNESS/NEGLIGENCE,2
Bagalkote,2017,1,ELECTION,1
Bagalkote,2017,1,KARNATAKA POLICE ACT 1963,66
Bagalkote,2017,1,KIDNAPPING AND ABDUCTION,3
Bagalkote,2017,1,Karnataka State Local Act,79
Bagalkote,2017,1,MISCHIEF,1
Bagalkote,2017,1,MISSING PERSON,7
Bagalkote,2017,1,MOLESTATION,6
Bagalkote,2017,1,MOTOR VEHICLE ACCIDENTS FATAL,34
Bagalkote,2017,1,MOTOR VEHICLE ACCIDENTS NON-FATAL,36
Bagalkote,2017,1,MURDER,4
Bagalkote,2017,1,NEGLIGENT ACT,3
Bagalkote,2017,1,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),2
Bagalkote,2017,1,POCSO,3
Bagalkote,2017,1,RIOTS,7
Bagalkote,2017,1,SCHEDULED CASTE AND THE SCHEDULED TRIBES,2
Bagalkote,2017,1,SUICIDE,2
Bagalkote,2017,1,THEFT,5
Bagalkote,2017,1,WRONGFUL RESTRAINT/CONFINEMENT,3
Bagalkote,2017,10,ADULTERATION,1
Bagalkote,2017,10,ARSON,2
Bagalkote,2017,10,ATTEMPT TO MURDER,6
Bagalkote,2017,10,BURGLARY - NIGHT,4
Bagalkote,2017,10,CASES OF HURT,7
Bagalkote,2017,10,CHEATING,7
Bagalkote,2017,10,CONSUMER,1
Bagalkote,2017,10,CRIMES RELATED TO WOMEN,2
Bagalkote,2017,10,CRIMINAL INTIMIDATION,5
Bagalkote,2017,10,CRIMINAL TRESPASS,1
Bagalkote,2017,10,CRUELTY BY HUSBAND,3
Bagalkote,2017,10,CYBER CRIME,2
Bagalkote,2017,10,CrPC,50
Bagalkote,2017,10,DEATHS DUE TO RASHNESS/NEGLIGENCE,1
Bagalkote,2017,10,EXPOSURE AND ABANDONMENT OF CHILD,1
Bagalkote,2017,10,KARNATAKA POLICE ACT 1963,41
Bagalkote,2017,10,KIDNAPPING AND ABDUCTION,1
Bagalkote,2017,10,Karnataka State Local Act,29
Bagalkote,2017,10,MISSING PERSON,11
Bagalkote,2017,10,MOLESTATION,3
Bagalkote,2017,10,MOTOR VEHICLE ACCIDENTS FATAL,18
Bagalkote,2017,10,MOTOR VEHICLE ACCIDENTS NON-FATAL,31
Bagalkote,2017,10,MURDER,3
Bagalkote,2017,10,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,2
Bagalkote,2017,10,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),1
Bagalkote,2017,10,POCSO,3
Bagalkote,2017,10,RIOTS,7
Bagalkote,2017,10,SCHEDULED CASTE AND THE SCHEDULED TRIBES,2
Bagalkote,2017,10,SUICIDE,1
Bagalkote,2017,10,THEFT,6
Bagalkote,2017,11,AFFRAY,1
Bagalkote,2017,11,ANTIQUES (CULTURAL PROPERTY),1
Bagalkote,2017,11,ARSON,3
Bagalkote,2017,11,ATTEMPT TO MURDER,4
Bagalkote,2017,11,BURGLARY - DAY,2
Bagalkote,2017,11,BURGLARY - NIGHT,11
Bagalkote,2017,11,CASES OF HURT,14
Bagalkote,2017,11,CHEATING,6
Bagalkote,2017,11,CRIMES RELATED TO WOMEN,4
Bagalkote,2017,11,CRIMINAL BREACH OF TRUST,1
Bagalkote,2017,11,CRIMINAL INTIMIDATION,6
Bagalkote,2017,11,CRIMINAL TRESPASS,2
Bagalkote,2017,11,CRUELTY BY HUSBAND,1
Bagalkote,2017,11,Concealment of birth by secret disposal of Child,1
Bagalkote,2017,11,CrPC,79
Bagalkote,2017,11,DEATHS DUE TO RASHNESS/NEGLIGENCE,2
Bagalkote,2017,11,DOWRY DEATHS,1
Bagalkote,2017,11,KARNATAKA POLICE ACT 1963,17
Bagalkote,2017,11,KIDNAPPING AND ABDUCTION,4
Bagalkote,2017,11,Karnataka State Local Act,29
Bagalkote,2017,11,MISSING PERSON,6
Bagalkote,2017,11,MOLESTATION,3
Bagalkote,2017,11,MOTOR VEHICLE ACCIDENTS FATAL,26
Bagalkote,2017,11,MOTOR VEHICLE ACCIDENTS NON-FATAL,49
Bagalkote,2017,11,MURDER,5
Bagalkote,2017,11,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),2
Bagalkote,2017,11,OFFENCES RELATED TO MARRIAGE,1
Bagalkote,2017,11,RAPE,1
Bagalkote,2017,11,RIOTS,6
Bagalkote,2017,11,SCHEDULED CASTE AND THE SCHEDULED TRIBES,4
Bagalkote,2017,11,THEFT,10
Bagalkote,2017,12,ARSON,3
Bagalkote,2017,12,ATTEMPT TO MURDER,2
Bagalkote,2017,12,BURGLARY - NIGHT,7
Bagalkote,2017,12,CASES OF HURT,6
Bagalkote,2017,12,CHEATING,7
Bagalkote,2017,12,COMMUNAL / RELIGION,1
Bagalkote,2017,12,CRIMES RELATED TO WOMEN,2
Bagalkote,2017,12,CRIMINAL INTIMIDATION,5
Bagalkote,2017,12,CRIMINAL TRESPASS,5
Bagalkote,2017,12,CRUELTY BY HUSBAND,3
Bagalkote,2017,12,CrPC,21
Bagalkote,2017,12,FORGERY,1
Bagalkote,2017,12,KARNATAKA POLICE ACT 1963,18
Bagalkote,2017,12,KIDNAPPING AND ABDUCTION,2
Bagalkote,2017,12,Karnataka State Local Act,21
Bagalkote,2017,12,MISSING PERSON,15
Bagalkote,2017,12,MOLESTATION,6
Bagalkote,2017,12,MOTOR VEHICLE ACCIDENTS FATAL,33
Bagalkote,2017,12,MOTOR VEHICLE ACCIDENTS NON-FATAL,45
Bagalkote,2017,12,MURDER,4
Bagalkote,2017,12,OF ABETMENT,1
Bagalkote,2017,12,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),1
Bagalkote,2017,12,POCSO,2
Bagalkote,2017,12,RAPE,1
Bagalkote,2017,12,RIOTS,6
Bagalkote,2017,12,SCHEDULED CASTE AND THE SCHEDULED TRIBES,2
Bagalkote,2017,12,SUICIDE,1
Bagalkote,2017,12,THEFT,6
Bagalkote,2017,2,ASSAULT,1
