lat,lng,count,density,cluster_id,geo_precision,year
11.78,76.57,1,3.92,-1,point,2024
11.78,76.79,1,113.1,1,point,2021
11.78,76.79,1,113.1,1,point,2024
11.78,76.87,5,11.07,-1,point,2019
11.78,77.07,4,27.63,-1,point,2019
11.78,77.07,1,27.63,-1,point,2020
11.78,77.08,12,30.4,-1,point,2019
11.78,77.08,1,30.4,-1,point,2020
11.78,77.09,2,27.52,-1,point,2019
11.78,77.12,1,8.71,-1,point,2024
11.78,77.44,1,3.8,-1,point,2021
11.79,76.8,1,260.98,1,point,2019
11.79,76.8,2,260.98,1,point,2023
11.79,77.06,2,19.43,-1,point,2019
11.79,77.44,1,5.88,-1,point,2020
11.8,76.66,1,745.12,0,point,2024
11.8,76.67,4,1173.5,0,point,2019
11.8,76.67,1,1173.5,0,point,2020
11.8,76.67,1,1173.5,0,point,2022
11.8,76.68,3,1386.83,0,point,2019
11.8,76.68,1,1386.83,0,point,2024
11.8,76.69,14,1230.07,0,point,2019
11.8,76.69,2,1230.07,0,point,2020
11.8,76.69,4,1230.07,0,point,2023
11.8,76.7,1,820.81,0,point,2023
11.8,76.77,1,352.82,1,point,2019
11.8,76.8,1,541.44,1,point,2019
11.8,76.8,2,541.44,1,point,2020
11.8,76.88,1,6.91,-1,point,2024
11.8,76.94,6,9.5,-1,point,2019
11.8,76.94,1,9.5,-1,point,2023
11.8,77.06,3,15.85,-1,point,2019
11.8,77.17,1,1.01,-1,point,2024
11.8,77.45,1,9.29,-1,point,2019
11.8,77.45,1,9.29,-1,point,2020
11.8,77.45,1,9.29,-1,point,2021
11.81,76.41,1,1.11,-1,point,2023
11.81,76.56,1,6.36,-1,point,2023
11.81,76.58,3,14.86,-1,point,2019
11.81,76.58,1,14.86,-1,point,2020
11.81,76.58,2,14.86,-1,point,2023
11.81,76.6,1,21.93,-1,point,2019
11.81,76.6,3,21.93,-1,point,2020
11.81,76.61,1,22.78,-1,point,2019
11.81,76.66,2,873.25,0,point,2019
11.81,76.66,1,873.25,0,point,2020
11.81,76.68,12,1624.12,0,point,2019
11.81,76.68,2,1624.12,0,point,2020
11.81,76.68,1,1624.12,0,point,2022
11.81,76.68,16,1624.12,0,point,2023
11.81,76.68,15,1624.12,0,point,2024
11.81,76.68,160,1624.12,0,station,2016
11.81,76.68,354,1624.12,0,station,2017
11.81,76.68,271,1624.12,0,station,2018
11.81,76.68,30,1624.12,0,station,2019
11.81,76.68,124,1624.12,0,station,2020
11.81,76.68,190,1624.12,0,station,2021
11.81,76.68,172,1624.12,0,station,2022
11.81,76.68,107,1624.12,0,station,2023
11.81,76.69,75,1440.5,0,point,2019
11.81,76.69,24,1440.5,0,point,2020
11.81,76.69,13,1440.5,0,point,2023
11.81,76.69,1,1440.5,0,point,2024
11.81,76.7,5,961.43,0,point,2019
11.81,76.7,1,961.43,0,point,2021
11.81,76.7,1,961.43,0,point,2024
11.81,76.71,1,485.82,0,point,2024
11.81,76.73,1,62.94,-1,point,2022
11.81,76.75,2,107.93,1,point,2024
11.81,76.76,1,272.55,1,point,2020
11.81,76.76,1,272.55,1,point,2022
11.81,76.76,1,272.55,1,point,2023
11.81,76.77,1,549.14,1,point,2019
11.81,76.77,1,549.14,1,point,2021
11.81,76.77,1,549.14,1,point,2024
11.81,76.78,3,844.37,1,point,2019
11.81,76.78,1,844.37,1,point,2020
11.81,76.79,20,975.94,1,point,2019
11.81,76.79,2,975.94,1,point,2020
11.81,76.79,2,975.94,1,point,2021
11.81,76.79,2,975.94,1,point,2023
11.81,76.79,2,975.94,1,point,2024
11.81,76.8,2,844.22,1,point,2019
11.81,76.82,1,267.16,1,point,2020
11.81,76.85,1,6.12,-1,point,2024
11.81,76.89,1,6.34,-1,point,2019
11.81,76.94,2,10.14,-1,point,2019
11.81,76.98,1,6.89,-1,point,2023
11.81,77.01,2,7.81,-1,point,2019
11.81,77.05,3,10.1,-1,point,2019
11.81,77.06,1,11.73,-1,point,2024
11.81,77.33,1,4.59,-1,point,2019
11.81,77.34,1,5.76,-1,point,2019
11.81,77.35,1,6.18,-1,point,2020
11.81,77.45,1,13.58,-1,point,2019
11.82,76.57,1,10.23,-1,point,2019
11.82,76.6,2,25.36,-1,point,2019
11.82,76.61,3,26.96,-1,point,2019
11.82,76.61,2,26.96,-1,point,2020
11.82,76.62,1,25.46,-1,point,2019
11.82,76.62,2,25.46,-1,point,2020
11.82,76.63,6,53.44,-1,point,2019
11.82,76.63,2,53.44,-1,point,2020
11.82,76.63,1,53.44,-1,point,2023
11.82,76.66,1,757.55,0,point,2019
11.82,76.66,1,757.55,0,point,2024
11.82,76.68,13,1406.45,0,point,2019
11.82,76.68,3,1406.45,0,point,2020
11.82,76.68,1,1406.45,0,point,2023
11.82,76.68,1,1406.45,0,point,2024
11.82,76.69,16,1247.86,0,point,2019
11.82,76.69,3,1247.86,0,point,2020
11.82,76.69,1,1247.86,0,point,2023
11.82,76.69,1,1247.86,0,point,2024
11.82,76.7,1,834.04,0,point,2020
11.82,76.7,1,834.04,0,point,2023
11.82,76.74,1,49.91,-1,point,2024
11.82,76.75,1,126.42,1,point,2021
11.82,76.76,2,315.79,1,point,2019
11.82,76.76,1,315.79,1,point,2020
11.82,76.78,1,976.04,1,point,2020
11.82,76.79,9,1128.71,1,point,2019
11.82,76.79,4,1128.71,1,point,2020
11.82,76.79,2,1128.71,1,point,2021
11.82,76.79,2,1128.71,1,point,2022
11.82,76.79,2,1128.71,1,point,2023
11.82,76.79,1,1128.71,1,point,2024
11.82,76.79,154,1128.71,1,station,2016
11.82,76.79,283,1128.71,1,station,2017
11.82,76.79,280,1128.71,1,station,2018
11.82,76.79,26,1128.71,1,station,2019
11.82,76.79,56,1128.71,1,station,2020
11.82,76.79,83,1128.71,1,station,2021
11.82,76.79,98,1128.71,1,station,2022
11.82,76.79,78,1128.71,1,station,2023
11.82,76.8,4,977.44,1,point,2019
11.82,76.8,1,977.44,1,point,2020
11.82,76.8,1,977.44,1,point,2023
11.82,76.82,1,312.08,1,point,2019
11.82,76.83,1,119.55,-1,point,2023
11.82,76.83,1,119.55,-1,point,2024
11.82,76.89,1,6.33,-1,point,2019
11.82,76.9,1,7.23,-1,point,2019
11.82,76.91,1,7.78,-1,point,2023
11.82,77.0,2,13.01,-1,point,2024
11.82,77.24,2,6.71,-1,point,2019
11.82,77.25,3,7.44,-1,point,2023
11.82,77.28,1,3.79,-1,point,2023
11.82,77.3,1,2.47,-1,point,2023
11.82,77.34,1,6.27,-1,point,2020
11.82,77.35,1,6.93,-1,point,2020
11.82,77.36,1,6.58,-1,point,2021
11.82,77.37,1,5.55,-1,point,2024
11.82,77.4,1,3.06,-1,point,2019
11.82,77.45,1,18.61,-1,point,2019
11.83,76.6,4,23.61,-1,point,2019
11.83,76.6,2,23.61,-1,point,2020
11.83,76.6,1,23.61,-1,point,2021
11.83,76.62,1,23.71,-1,point,2024
11.83,76.68,7,906.07,0,point,2019
11.83,76.68,2,906.07,0,point,2020
11.83,76.68,3,906.07,0,point,2023
11.83,76.68,1,906.07,0,point,2024
11.83,76.74,1,47.15,-1,point,2019
11.83,76.74,1,47.15,-1,point,2020
11.83,76.74,1,47.15,-1,point,2022
11.83,76.74,1,47.15,-1,point,2024
11.83,76.75,1,113.1,-1,point,2019
11.83,76.76,1,273.66,1,point,2019
11.83,76.76,2,273.66,1,point,2022
11.83,76.8,1,839.33,1,point,2019
11.83,76.8,1,839.33,1,point,2020
11.83,76.8,1,839.33,1,point,2021
11.83,76.8,1,839.33,1,point,2022
11.83,76.8,1,839.33,1,point,2023
11.83,76.84,1,38.5,-1,point,2019
11.83,76.89,1,5.71,-1,point,2023
11.83,76.91,2,8.06,-1,point,2019
11.83,76.96,1,14.55,-1,point,2019
11.83,77.0,1,18.34,-1,point,2019
11.83,77.01,1,15.27,-1,point,2019
11.83,77.01,1,15.27,-1,point,2020
11.83,77.01,1,15.27,-1,point,2024
11.83,77.06,2,5.4,-1,point,2019
11.83,77.25,1,9.16,-1,point,2019
11.83,77.35,1,6.16,-1,point,2023
11.83,77.37,1,5.21,-1,point,2022
11.83,77.39,1,3.35,-1,point,2020
11.83,77.44,4,19.47,-1,point,2022
11.83,77.45,1,22.57,-1,point,2019
11.83,77.45,4,22.57,-1,point,2020
11.83,77.45,3,22.57,-1,point,2021
11.83,77.45,2,22.57,-1,point,2022
11.84,76.22,1,1.23,-1,point,2023
11.84,76.37,1,2.94,-1,point,2024
11.84,76.38,1,2.94,-1,point,2024
11.84,76.62,2,18.05,-1,point,2020
11.84,76.67,3,376.31,0,point,2020
11.84,76.67,2,376.31,0,point,2023
11.84,76.68,3,441.62,0,point,2019
11.84,76.69,1,391.8,0,point,2019
11.84,76.69,1,391.8,0,point,2020
11.84,76.71,2,138.64,0,point,2019
11.84,76.71,2,138.64,0,point,2020
11.84,76.75,2,80.39,-1,point,2019
11.84,76.75,2,80.39,-1,point,2023
11.84,76.76,1,180.65,-1,point,2020
11.84,76.76,1,180.65,-1,point,2024
11.84,76.8,2,537.84,1,point,2022
11.84,76.82,3,185.28,1,point,2019
11.84,76.83,4,79.99,-1,point,2019
11.84,76.83,1,79.99,-1,point,2021
11.84,76.84,1,32.48,-1,point,2023
11.84,76.84,1,32.48,-1,point,2024
11.84,76.94,1,15.91,-1,point,2019
11.84,76.98,1,24.9,-1,point,2019
11.84,76.98,1,24.9,-1,point,2020
11.84,76.99,3,24.81,-1,point,2019
11.84,76.99,2,24.81,-1,point,2020
11.84,77.22,1,3.21,-1,point,2020
11.84,77.25,1,11.22,-1,point,2020
11.84,77.45,2,23.69,-1,point,2023
11.85,76.25,1,1.23,-1,point,2024
11.85,76.37,1,3.11,-1,point,2024
11.85,76.59,2,12.13,-1,point,2019
11.85,76.65,1,52.27,-1,point,2022
11.85,76.67,3,149.71,0,point,2019
11.85,76.67,4,149.71,0,point,2020
11.85,76.69,1,151.5,0,point,2023
11.85,76.69,1,151.5,0,point,2024
11.85,76.74,1,22.43,-1,point,2019
11.85,76.74,1,22.43,-1,point,2020
11.85,76.74,2,22.43,-1,point,2022
11.85,76.78,1,257.3,1,point,2019
11.85,76.78,1,257.3,1,point,2023
11.85,76.79,2,296.5,1,point,2019
11.85,76.8,1,262.51,1,point,2021
11.85,76.81,3,180.89,1,point,2019
11.85,76.81,1,180.89,1,point,2020
11.85,76.81,2,180.89,1,point,2021
11.85,76.81,1,180.89,1,point,2023
11.85,76.81,4,180.89,1,point,2024
11.85,76.82,1,101.59,1,point,2019
11.85,76.82,1,101.59,1,point,2021
11.85,76.91,1,7.12,-1,point,2024
11.85,76.93,3,15.39,-1,point,2019
11.85,76.94,3,20.83,-1,point,2019
11.85,76.96,1,30.03,-1,point,2020
11.85,76.97,3,31.33,-1,point,2019
11.85,76.97,1,31.33,-1,point,2020
11.85,76.97,1,31.33,-1,point,2024
11.85,76.98,1,30.61,-1,point,2020
11.85,77.0,8,25.05,-1,point,2019
11.85,77.03,1,9.1,-1,point,2019
11.85,77.3,1,4.28,-1,point,2022
11.85,77.46,2,22.02,-1,point,2019
11.85,77.46,5,22.02,-1,point,2021
11.85,77.46,2,22.02,-1,point,2023
11.86,76.13,6,35.74,-1,place,2016
11.86,76.13,6,35.74,-1,place,2017
11.86,76.13,8,35.74,-1,place,2018
11.86,76.13,2,35.74,-1,place,2019
11.86,76.13,1,35.74,-1,place,2020
11.86,76.13,5,35.74,-1,place,2021
11.86,76.13,6,35.74,-1,place,2022
11.86,76.13,1,35.74,-1,place,2023
11.86,76.41,1,1.66,-1,point,2019
11.86,76.67,2,60.22,-1,point,2019
11.86,76.67,1,60.22,-1,point,2023
11.86,76.74,1,22.79,-1,point,2022
11.86,76.74,2,22.79,-1,point,2023
11.86,76.75,1,25.56,-1,point,2024
11.86,76.76,1,49.7,-1,point,2019
11.86,76.78,1,101.78,-1,point,2021
11.86,76.78,2,101.78,-1,point,2023
11.86,76.82,1,50.64,-1,point,2020
11.86,76.85,1,13.7,-1,point,2019
11.86,76.85,1,13.7,-1,point,2024
11.86,76.93,1,18.1,-1,point,2020
11.86,76.94,1,25.88,-1,point,2020
11.86,76.96,4,37.09,-1,point,2019
11.86,76.96,1,37.09,-1,point,2020
11.86,76.96,3,37.09,-1,point,2023
11.86,76.96,2,37.09,-1,point,2024
11.86,76.97,1,37.05,-1,point,2019
11.86,76.97,1,37.05,-1,point,2020
11.86,76.97,1,37.05,-1,point,2024
11.86,77.0,1,25.14,-1,point,2019
11.86,77.01,3,19.96,-1,point,2023
11.86,77.26,4,19.12,-1,point,2019
11.86,77.26,5,19.12,-1,point,2020
11.86,77.27,3,18.36,-1,point,2019
11.86,77.33,1,2.59,-1,point,2023
11.86,77.34,1,2.55,-1,point,2022
11.86,77.46,1,19.36,-1,point,2021
11.86,77.46,1,19.36,-1,point,2022
11.86,77.46,1,19.36,-1,point,2024
11.87,76.14,1,26.86,-1,point,2023
11.87,76.59,1,10.19,-1,point,2019
11.87,76.6,4,11.91,-1,point,2019
11.87,76.6,2,11.91,-1,point,2020
11.87,76.67,1,31.88,-1,point,2019
11.87,76.72,2,13.89,-1,point,2019
11.87,76.74,1,24.29,-1,point,2019
11.87,76.76,1,27.37,-1,point,2019
11.87,76.76,1,27.37,-1,point,2020
11.87,76.77,1,37.09,-1,point,2019
11.87,76.77,1,37.09,-1,point,2020
11.87,76.77,2,37.09,-1,point,2023
11.87,76.77,1,37.09,-1,point,2024
11.87,76.83,2,20.77,-1,point,2019
11.87,76.83,2,20.77,-1,point,2023
11.87,76.83,2,20.77,-1,point,2024
11.87,76.84,1,18.35,-1,point,2023
11.87,76.95,1,42.51,-1,point,2023
11.87,76.97,1,41.76,-1,point,2020
11.87,77.02,1,14.31,-1,point,2019
11.87,77.03,1,10.28,-1,point,2019
11.87,77.04,1,7.02,-1,point,2019
11.87,77.24,1,9.7,-1,point,2019
11.87,77.25,1,15.06,-1,point,2020
11.87,77.27,4,18.65,-1,point,2019
11.87,77.27,1,18.65,-1,point,2020
11.87,77.46,1,15.46,-1,point,2020
11.87,77.46,1,15.46,-1,point,2021
11.87,77.46,2,15.46,-1,point,2022
11.88,76.36,1,1.95,-1,point,2023
11.88,76.38,1,2.15,-1,point,2023
11.88,76.6,2,11.0,-1,point,2019
11.88,76.66,5,57.94,-1,point,2019
11.88,76.66,1,57.94,-1,point,2023
11.88,76.67,3,63.9,-1,point,2019
11.88,76.67,2,63.9,-1,point,2020
11.88,76.68,5,55.51,-1,point,2019
11.88,76.69,1,38.57,-1,point,2020
11.88,76.73,1,19.55,-1,point,2019
11.88,76.75,1,29.53,-1,point,2019
11.88,76.79,2,15.57,-1,point,2023
11.88,76.81,1,14.3,-1,point,2023
11.88,76.83,1,16.63,-1,point,2019
11.88,76.84,1,16.39,-1,point,2023
11.88,76.84,1,16.39,-1,point,2024
11.88,76.85,1,15.04,-1,point,2021
11.88,76.85,1,15.04,-1,point,2024
11.88,76.94,1,120.45,-1,point,2020
11.88,76.95,8,108.95,-1,point,2019
11.88,76.96,2,74.47,-1,point,2019
11.88,76.96,1,74.47,-1,point,2020
11.88,76.96,1,74.47,-1,point,2024
11.88,76.98,5,39.59,-1,point,2019
11.88,76.98,1,39.59,-1,point,2020
11.88,77.0,1,25.11,-1,point,2019
11.88,77.01,1,19.37,-1,point,2019
11.88,77.03,1,10.68,-1,point,2024
11.88,77.26,2,14.98,-1,point,2020
11.88,77.45,1,10.07,-1,point,2021
11.88,77.46,1,11.23,-1,point,2021
11.89,76.42,1,1.29,-1,point,2023
11.89,76.61,1,10.35,-1,point,2019
11.89,76.63,1,14.24,-1,point,2019
11.89,76.64,5,52.23,-1,point,2019
11.89,76.65,1,96.0,-1,point,2019
11.89,76.66,2,140.5,2,point,2019
11.89,76.66,2,140.5,2,point,2020
11.89,76.67,2,158.76,2,point,2019
11.89,76.67,2,158.76,2,point,2020
11.89,76.7,2,48.01,-1,point,2019
11.89,76.72,1,14.1,-1,point,2019
11.89,76.74,1,25.05,-1,point,2019
11.89,76.75,14,28.35,-1,point,2019
11.89,76.75,4,28.35,-1,point,2020
11.89,76.76,1,26.92,-1,point,2024
11.89,76.78,2,16.53,-1,point,2019
11.89,76.85,1,14.51,-1,point,2020
11.89,76.86,1,15.48,-1,point,2024
11.89,76.95,2,334.44,3,point,2019
11.89,76.95,1,334.44,3,point,2020
11.89,76.95,1,334.44,3,point,2022
11.89,76.95,1,334.44,3,point,2023
11.89,76.97,2,137.6,-1,point,2020
11.89,76.98,10,74.15,-1,point,2019
11.89,76.98,1,74.15,-1,point,2024
11.89,76.99,1,34.54,-1,point,2019
11.89,77.0,1,27.43,-1,point,2019
11.89,77.01,2,22.45,-1,point,2023
11.89,77.05,2,7.04,-1,point,2019
11.89,77.28,1,11.82,-1,point,2020
11.89,77.29,2,10.12,-1,point,2019
11.89,77.3,1,7.42,-1,point,2023
11.89,77.46,1,7.29,-1,point,2019
11.89,77.46,1,7.29,-1,point,2021
11.9,76.61,2,9.2,-1,point,2019
11.9,76.67,4,404.07,2,point,2019
11.9,76.67,1,404.07,2,point,2020
11.9,76.78,1,12.88,-1,point,2023
11.9,76.81,1,7.04,-1,point,2019
11.9,76.82,1,7.55,-1,point,2019
11.9,76.86,1,16.13,-1,point,2019
11.9,76.86,1,16.13,-1,point,2021
11.9,76.87,1,19.44,-1,point,2019
11.9,76.87,1,19.44,-1,point,2023
11.9,76.87,1,19.44,-1,point,2024
11.9,76.88,3,23.45,-1,point,2019
11.9,76.88,1,23.45,-1,point,2024
11.9,76.89,1,74.8,-1,point,2019
11.9,76.89,1,74.8,-1,point,2020
11.9,76.89,1,74.8,-1,point,2021
11.9,76.9,1,201.36,3,point,2023
11.9,76.9,2,201.36,3,point,2024
11.9,76.91,1,423.71,3,point,2024
11.9,76.93,1,979.58,3,point,2019
11.9,76.94,3,1043.73,3,point,2019
11.9,76.95,2,900.55,3,point,2019
11.9,76.95,1,900.55,3,point,2020
11.9,76.95,1,900.55,3,point,2023
11.9,76.95,3,900.55,3,point,2024
11.9,77.03,1,23.07,-1,point,2019
11.9,77.05,1,11.43,-1,point,2020
11.9,77.12,2,2.05,-1,point,2019
11.9,77.28,1,9.51,-1,point,2020
11.9,77.29,2,9.0,-1,point,2020
11.91,76.28,1,3.55,-1,point,2019
11.91,76.3,2,5.77,-1,point,2019
11.91,76.32,2,5.04,-1,point,2019
11.91,76.53,3,13.7,-1,point,2021
11.91,76.54,1,13.23,-1,point,2020
11.91,76.65,1,475.45,2,point,2020
11.91,76.67,1,844.06,2,point,2019
11.91,76.7,1,232.81,-1,point,2019
11.91,76.72,1,33.02,-1,point,2019
11.91,76.75,1,15.14,-1,point,2019
11.91,76.78,1,9.18,-1,point,2021
11.91,76.78,1,9.18,-1,point,2024
11.91,76.86,1,14.46,-1,point,2019
11.91,76.86,1,14.46,-1,point,2023
11.91,76.88,1,49.15,-1,point,2023
11.91,76.89,4,149.14,-1,point,2019
11.91,76.89,1,149.14,-1,point,2020
11.91,76.9,1,396.89,3,point,2020
11.91,76.9,1,396.89,3,point,2021
11.91,76.91,4,862.56,3,point,2019
11.91,76.91,2,862.56,3,point,2021
11.91,76.91,4,862.56,3,point,2023
11.91,76.92,2,1514.72,3,point,2019
11.91,76.92,1,1514.72,3,point,2020
11.91,76.93,5,2054.17,3,point,2019
11.91,76.93,1,2054.17,3,point,2021
11.91,76.94,14,2221.74,3,point,2019
11.91,76.94,2,2221.74,3,point,2020
11.91,76.94,2,2221.74,3,point,2021
11.91,76.94,5,2221.74,3,point,2023
11.91,76.94,3,2221.74,3,point,2024
11.91,76.95,8,1965.52,3,point,2019
11.91,76.95,2,1965.52,3,point,2020
11.91,76.95,1,1965.52,3,point,2023
11.91,76.95,2,1965.52,3,point,2024
11.91,77.0,2,102.87,-1,point,2019
11.91,77.0,2,102.87,-1,point,2020
11.91,77.0,2,102.87,-1,point,2024
11.91,77.01,3,49.41,-1,point,2019
11.91,77.29,1,7.2,-1,point,2019
11.91,77.34,1,3.57,-1,point,2019
11.92,76.25,1,2.07,-1,point,2019
11.92,76.32,1,5.32,-1,point,2019
11.92,76.49,1,12.62,-1,point,2019
11.92,76.5,1,15.56,-1,point,2020
11.92,76.53,2,18.82,-1,point,2019
11.92,76.54,1,18.13,-1,point,2019
11.92,76.54,1,18.13,-1,point,2020
11.92,76.54,1,18.13,-1,point,2021
11.92,76.62,1,44.24,-1,point,2020
11.92,76.64,1,366.6,2,point,2019
11.92,76.67,4,1339.91,2,point,2019
11.92,76.67,2,1339.91,2,point,2020
11.92,76.7,1,366.06,2,place,2017
11.92,76.7,1,366.06,2,place,2018
11.92,76.7,1,366.06,2,point,2020
11.92,76.7,1,366.06,2,point,2023
11.92,76.71,1,140.04,-1,point,2019
11.92,76.73,1,11.29,-1,point,2020
11.92,76.92,4,2367.56,3,point,2019
11.92,76.93,20,3258.07,3,point,2019
11.92,76.93,4,3258.07,3,point,2020
11.92,76.93,10,3258.07,3,point,2021
11.92,76.93,4,3258.07,3,point,2023
11.92,76.93,2,3258.07,3,point,2024
11.92,76.94,58,3611.81,3,point,2019
11.92,76.94,13,3611.81,3,point,2020
11.92,76.94,16,3611.81,3,point,2021
11.92,76.94,1,3611.81,3,point,2022
11.92,76.94,14,3611.81,3,point,2023
11.92,76.94,17,3611.81,3,point,2024
11.92,76.95,5,3320.77,3,point,2019
11.92,76.95,4,3320.77,3,point,2021
11.92,76.95,1,3320.77,3,point,2023
11.92,76.95,2,3320.77,3,point,2024
11.92,76.96,2,2588.93,3,point,2019
11.92,76.96,1,2588.93,3,point,2020
11.92,76.96,1,2588.93,3,point,2022
11.92,76.96,8,2588.93,3,point,2023
11.92,76.96,1,2588.93,3,point,2024
11.92,76.99,1,432.61,3,point,2019
11.92,76.99,1,432.61,3,point,2023
11.92,77.01,1,107.61,-1,point,2020
11.92,77.01,1,107.61,-1,point,2024
11.92,77.08,1,4.07,-1,point,2019
11.92,77.28,1,5.52,-1,point,2023
11.92,77.34,1,4.81,-1,point,2020
11.93,76.24,1,1.79,-1,point,2024
11.93,76.3,3,5.49,-1,point,2019
11.93,76.5,2,21.3,-1,point,2023
11.93,76.51,1,22.55,-1,point,2023
11.93,76.52,1,22.41,-1,point,2020
11.93,76.52,1,22.41,-1,point,2023
11.93,76.54,1,20.63,-1,point,2019
11.93,76.55,3,17.9,-1,point,2020
11.93,76.55,1,17.9,-1,point,2021
11.93,76.56,1,13.81,-1,point,2021
11.93,76.57,1,9.57,-1,point,2020
11.93,76.58,1,6.54,-1,point,2019
11.93,76.61,3,9.04,-1,point,2019
11.93,76.62,1,51.07,-1,point,2019
11.93,76.64,1,432.66,2,point,2019
11.93,76.64,2,432.66,2,point,2020
11.93,76.65,3,886.87,2,point,2019
11.93,76.65,1,886.87,2,point,2020
11.93,76.67,9,1583.92,2,point,2019
11.93,76.67,5,1583.92,2,point,2020
11.93,76.67,1,1583.92,2,point,2023
11.93,76.67,182,1583.92,2,station,2016
11.93,76.67,308,1583.92,2,station,2017
11.93,76.67,265,1583.92,2,station,2018
11.93,76.67,22,1583.92,2,station,2019
11.93,76.67,115,1583.92,2,station,2020
11.93,76.67,174,1583.92,2,station,2021
11.93,76.67,230,1583.92,2,station,2022
11.93,76.67,160,1583.92,2,station,2023
11.93,76.7,1,432.44,2,point,2020
11.93,76.71,4,164.7,2,point,2019
11.93,76.83,1,6.31,-1,point,2019
11.93,76.84,1,7.32,-1,point,2019
11.93,76.91,1,1564.17,3,point,2019
11.93,76.92,1,2764.77,3,point,2019
11.93,76.93,4,3878.64,3,point,2019
11.93,76.93,17,3878.64,3,point,2023
11.93,76.93,9,3878.64,3,point,2024
11.93,76.93,317,3878.64,3,station,2016
11.93,76.93,369,3878.64,3,station,2017
11.93,76.93,417,3878.64,3,station,2018
11.93,76.93,135,3878.64,3,station,2019
11.93,76.93,136,3878.64,3,station,2020
11.93,76.93,202,3878.64,3,station,2021
11.93,76.93,181,3878.64,3,station,2022
