canonical_name,kgis_code,year,month,category,count,expected,anomaly_score,reason
Dakshina Kannada,24,2017,8,Karnataka State Local Act,59,18.6,0.7491,"Aug 2017: 59 Karnataka State Local Act in Dakshina Kannada vs ~19 expected (3.2x, z=2.5) - spike."
Mysuru,26,2018,12,Karnataka State Local Act,165,63.1,0.7472,"Dec 2018: 165 Karnataka State Local Act in Mysuru vs ~63 expected (2.6x, z=3.0) - spike."
Belagavi,01,2017,6,CrPC,589,123.6,0.7464,"Jun 2017: 589 Crpc in Belagavi vs ~124 expected (4.8x, z=2.1) - spike."
Koppal,07,2018,4,THEFT,61,23.6,0.7463,"Apr 2018: 61 Theft in Koppal vs ~24 expected (2.6x, z=3.1) - spike."
Dharwad,09,2023,6,CYBER CRIME,50,15.1,0.745,"Jun 2023: 50 Cyber Crime in Dharwad vs ~15 expected (3.3x, z=2.4) - spike."
Belagavi,01,2016,10,Karnataka State Local Act,164,59.6,0.7433,"Oct 2016: 164 Karnataka State Local Act in Belagavi vs ~60 expected (2.8x, z=2.8) - spike."
Ramanagara,29,2022,3,Karnataka State Local Act,108,36.8,0.743,"Mar 2022: 108 Karnataka State Local Act in Ramanagara vs ~37 expected (2.9x, z=2.6) - spike."
Koppal,07,2018,3,THEFT,62,24.2,0.7424,"Mar 2018: 62 Theft in Koppal vs ~24 expected (2.6x, z=3.1) - spike."
Gadag,08,2018,6,THEFT,46,15.8,0.7421,"Jun 2018: 46 Theft in Gadag vs ~16 expected (2.9x, z=2.6) - spike."
Udupi,16,2016,1,CrPC,518,180.7,0.7421,"Jan 2016: 518 Crpc in Udupi vs ~181 expected (2.9x, z=2.6) - spike."
Bengaluru Urban,20,2017,5,NEGLIGENT ACT,623,103.9,0.7414,"May 2017: 623 Negligent Act in Bengaluru Urban vs ~104 expected (6.0x, z=2.0) - spike."
Kolar,19,2020,5,RIOTS,35,16.0,0.7409,"May 2020: 35 Riots in Kolar vs ~16 expected (2.2x, z=3.6) - spike."
Bengaluru Urban,20,2017,10,NEGLIGENT ACT,784,212.6,0.7408,"Oct 2017: 784 Negligent Act in Bengaluru Urban vs ~213 expected (3.7x, z=2.2) - spike."
Udupi,16,2017,4,CrPC,543,196.0,0.7406,"Apr 2017: 543 Crpc in Udupi vs ~196 expected (2.8x, z=2.7) - spike."
Hassan,23,2021,6,KARNATAKA POLICE ACT 1963,58,21.2,0.7387,"Jun 2021: 58 Karnataka Police Act 1963 in Hassan vs ~21 expected (2.7x, z=2.8) - spike."
Gadag,08,2023,11,KARNATAKA POLICE ACT 1963,86,38.8,0.7384,"Nov 2023: 86 Karnataka Police Act 1963 in Gadag vs ~39 expected (2.2x, z=3.6) - spike."
Chikkamagaluru,17,2016,8,KARNATAKA POLICE ACT 1963,50,23.5,0.7376,"Aug 2016: 50 Karnataka Police Act 1963 in Chikkamagaluru vs ~24 expected (2.1x, z=3.6) - spike."
Ballari,12,2023,9,THEFT,56,22.4,0.7363,"Sep 2023: 56 Theft in Ballari vs ~22 expected (2.5x, z=3.1) - spike."
Kolar,19,2023,3,Karnataka State Local Act,66,25.8,0.7352,"Mar 2023: 66 Karnataka State Local Act in Kolar vs ~26 expected (2.6x, z=3.0) - spike."
Chikkaballapura,28,2016,7,CrPC,704,256.7,0.7346,"Jul 2016: 704 Crpc in Chikkaballapura vs ~257 expected (2.7x, z=2.7) - spike."
Bagalkote,02,2018,4,CrPC,327,122.7,0.7335,"Apr 2018: 327 Crpc in Bagalkote vs ~123 expected (2.7x, z=2.8) - spike."
Bengaluru Urban,20,2017,3,NEGLIGENT ACT,599,95.6,0.733,"Mar 2017: 599 Negligent Act in Bengaluru Urban vs ~96 expected (6.3x, z=1.9) - spike."
Vijayanagara,31,2023,11,KARNATAKA POLICE ACT 1963,128,59.8,0.7323,"Nov 2023: 128 Karnataka Police Act 1963 in Vijayanagara vs ~60 expected (2.1x, z=3.5) - spike."
Belagavi,01,2021,5,Karnataka State Local Act,174,67.0,0.7302,"May 2021: 174 Karnataka State Local Act in Belagavi vs ~67 expected (2.6x, z=2.8) - spike."
Bengaluru Urban,20,2021,12,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,651,207.0,0.728,"Dec 2021: 651 Narcotic Drugs & Pshycotropic Substances in Bengaluru Urban vs ~207 expected (3.1x, z=2.3) - spike."
Udupi,16,2016,3,CASES OF HURT,42,20.8,0.7268,"Mar 2016: 42 Cases Of Hurt in Udupi vs ~21 expected (2.0x, z=3.8) - spike."
Kolar,19,2023,6,Karnataka State Local Act,49,16.2,0.7252,"Jun 2023: 49 Karnataka State Local Act in Kolar vs ~16 expected (3.0x, z=2.4) - spike."
Chikkamagaluru,17,2018,4,CrPC,640,244.7,0.7237,"Apr 2018: 640 Crpc in Chikkamagaluru vs ~245 expected (2.6x, z=2.8) - spike."
Chikkaballapura,28,2019,6,KARNATAKA POLICE ACT 1963,87,32.1,0.7227,"Jun 2019: 87 Karnataka Police Act 1963 in Chikkaballapura vs ~32 expected (2.7x, z=2.8) - spike."
Davanagere,14,2020,4,KARNATAKA POLICE ACT 1963,116,58.6,0.7187,"Apr 2020: 116 Karnataka Police Act 1963 in Davanagere vs ~59 expected (2.0x, z=3.8) - spike."
Hassan,23,2018,3,CrPC,535,109.7,0.7158,"Mar 2018: 535 Crpc in Hassan vs ~110 expected (4.9x, z=1.7) - spike."
Hassan,23,2021,5,Karnataka State Local Act,132,47.4,0.7116,"May 2021: 132 Karnataka State Local Act in Hassan vs ~47 expected (2.8x, z=2.4) - spike."
Dharwad,09,2023,7,CYBER CRIME,55,19.4,0.7116,"Jul 2023: 55 Cyber Crime in Dharwad vs ~19 expected (2.8x, z=2.4) - spike."
Dharwad,09,2016,8,CrPC,253,62.8,0.7116,"Aug 2016: 253 Crpc in Dharwad vs ~63 expected (4.0x, z=1.9) - spike."
Hassan,23,2018,2,CrPC,568,135.4,0.7114,"Feb 2018: 568 Crpc in Hassan vs ~135 expected (4.2x, z=1.7) - spike."
Mysuru,26,2016,9,Karnataka State Local Act,145,55.0,0.7111,"Sep 2016: 145 Karnataka State Local Act in Mysuru vs ~55 expected (2.6x, z=2.6) - spike."
Chitradurga,13,2020,4,PUBLIC SAFETY,298,107.0,0.7105,"Apr 2020: 298 Public Safety in Chitradurga vs ~107 expected (2.8x, z=2.4) - spike."
Kodagu,25,2018,3,CrPC,417,144.7,0.71,"Mar 2018: 417 Crpc in Kodagu vs ~145 expected (2.9x, z=2.4) - spike."
Haveri,11,2023,7,MISSING PERSON,50,19.9,0.7097,"Jul 2023: 50 Missing Person in Haveri vs ~20 expected (2.5x, z=2.8) - spike."
Chitradurga,13,2020,3,PUBLIC SAFETY,106,19.3,0.7096,"Mar 2020: 106 Public Safety in Chitradurga vs ~19 expected (5.5x, z=1.1) - spike."
Kolar,19,2023,8,Karnataka State Local Act,46,14.9,0.7084,"Aug 2023: 46 Karnataka State Local Act in Kolar vs ~15 expected (3.1x, z=2.3) - spike."
Udupi,16,2023,3,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,51,14.3,0.7077,"Mar 2023: 51 Narcotic Drugs & Pshycotropic Substances in Udupi vs ~14 expected (3.6x, z=2.2) - spike."
Bengaluru Urban,20,2016,10,NEGLIGENT ACT,758,212.6,0.7075,"Oct 2016: 758 Negligent Act in Bengaluru Urban vs ~213 expected (3.6x, z=2.1) - spike."
Ramanagara,29,2022,5,Karnataka State Local Act,97,33.1,0.703,"May 2022: 97 Karnataka State Local Act in Ramanagara vs ~33 expected (2.9x, z=2.3) - spike."
Udupi,16,2023,4,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,38,8.7,0.7028,"Apr 2023: 38 Narcotic Drugs & Pshycotropic Substances in Udupi vs ~9 expected (4.4x, z=1.7) - spike."
Chikkaballapura,28,2019,6,Karnataka State Local Act,202,70.8,0.7025,"Jun 2019: 202 Karnataka State Local Act in Chikkaballapura vs ~71 expected (2.9x, z=2.3) - spike."
Mysuru,26,2016,9,CrPC,215,45.3,0.7025,"Sep 2016: 215 Crpc in Mysuru vs ~45 expected (4.7x, z=0.8) - spike."
Bengaluru Urban,20,2017,12,NEGLIGENT ACT,783,231.6,0.7025,"Dec 2017: 783 Negligent Act in Bengaluru Urban vs ~232 expected (3.4x, z=2.1) - spike."
Dakshina Kannada,24,2017,5,CrPC,441,115.8,0.7021,"May 2017: 441 Crpc in Dakshina Kannada vs ~116 expected (3.8x, z=1.9) - spike."
Kalaburagi,04,2022,5,KARNATAKA POLICE ACT 1963,94,37.1,0.7007,"May 2022: 94 Karnataka Police Act 1963 in Kalaburagi vs ~37 expected (2.5x, z=2.7) - spike."
Dharwad,09,2016,2,CrPC,287,84.6,0.6996,"Feb 2016: 287 Crpc in Dharwad vs ~85 expected (3.4x, z=2.1) - spike."
Ramanagara,29,2021,5,Karnataka State Local Act,96,33.1,0.6992,"May 2021: 96 Karnataka State Local Act in Ramanagara vs ~33 expected (2.9x, z=2.3) - spike."
Raichur,06,2017,11,Karnataka State Local Act,63,19.4,0.699,"Nov 2017: 63 Karnataka State Local Act in Raichur vs ~19 expected (3.3x, z=2.2) - spike."
Tumakuru,18,2017,6,CrPC,256,63.8,0.6985,"Jun 2017: 256 Crpc in Tumakuru vs ~64 expected (4.0x, z=1.7) - spike."
Raichur,06,2018,4,CrPC,627,227.5,0.6955,"Apr 2018: 627 Crpc in Raichur vs ~228 expected (2.8x, z=2.4) - spike."
Ramanagara,29,2022,2,KARNATAKA POLICE ACT 1963,41,14.6,0.694,"Feb 2022: 41 Karnataka Police Act 1963 in Ramanagara vs ~15 expected (2.8x, z=2.4) - spike."
Belagavi,01,2016,1,CrPC,403,93.2,0.6928,"Jan 2016: 403 Crpc in Belagavi vs ~93 expected (4.3x, z=1.4) - spike."
Udupi,16,2020,2,CHEATING,21,8.4,0.6921,"Feb 2020: 21 Cheating in Udupi vs ~8 expected (2.5x, z=2.8) - spike."
Uttara Kannada,10,2017,6,CrPC,386,117.2,0.6915,"Jun 2017: 386 Crpc in Uttara Kannada vs ~117 expected (3.3x, z=2.1) - spike."
Shivamogga,15,2017,11,Karnataka State Local Act,101,36.4,0.6913,"Nov 2017: 101 Karnataka State Local Act in Shivamogga vs ~36 expected (2.8x, z=2.3) - spike."
Hassan,23,2017,5,CrPC,1016,393.3,0.6903,"May 2017: 1,016 Crpc in Hassan vs ~393 expected (2.6x, z=2.5) - spike."
Dakshina Kannada,24,2022,5,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,79,22.7,0.6893,"May 2022: 79 Narcotic Drugs & Pshycotropic Substances in Dakshina Kannada vs ~23 expected (3.5x, z=2.0) - spike."
Bengaluru Rural,21,2023,11,MISSING PERSON,143,76.8,0.6892,"Nov 2023: 143 Missing Person in Bengaluru Rural vs ~77 expected (1.9x, z=3.6) - spike."
Dharwad,09,2016,11,CrPC,163,39.7,0.6871,"Nov 2016: 163 Crpc in Dharwad vs ~40 expected (4.1x, z=1.3) - spike."
Bengaluru Rural,21,2016,9,CrPC,109,27.4,0.6865,"Sep 2016: 109 Crpc in Bengaluru Rural vs ~27 expected (4.0x, z=0.8) - spike."
Hassan,23,2017,6,CrPC,316,80.2,0.6853,"Jun 2017: 316 Crpc in Hassan vs ~80 expected (3.9x, z=0.9) - spike."
Mysuru,26,2017,7,CrPC,170,35.1,0.6852,"Jul 2017: 170 Crpc in Mysuru vs ~35 expected (4.8x, z=0.6) - spike."
Belagavi,01,2017,7,CrPC,270,66.7,0.6845,"Jul 2017: 270 Crpc in Belagavi vs ~67 expected (4.0x, z=0.9) - spike."
Kalaburagi,04,2016,9,CrPC,679,257.0,0.6829,"Sep 2016: 679 Crpc in Kalaburagi vs ~257 expected (2.6x, z=2.4) - spike."
Udupi,16,2020,2,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,58,19.8,0.6824,"Feb 2020: 58 Narcotic Drugs & Pshycotropic Substances in Udupi vs ~20 expected (2.9x, z=2.2) - spike."
Udupi,16,2019,7,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,46,12.6,0.6817,"Jul 2019: 46 Narcotic Drugs & Pshycotropic Substances in Udupi vs ~13 expected (3.6x, z=2.0) - spike."
Bengaluru Urban,20,2017,1,NEGLIGENT ACT,389,100.9,0.6808,"Jan 2017: 389 Negligent Act in Bengaluru Urban vs ~101 expected (3.9x, z=1.1) - spike."
Ramanagara,29,2022,6,Karnataka State Local Act,88,28.2,0.6805,"Jun 2022: 88 Karnataka State Local Act in Ramanagara vs ~28 expected (3.1x, z=2.2) - spike."
Mysuru,26,2017,6,CrPC,217,55.3,0.6803,"Jun 2017: 217 Crpc in Mysuru vs ~55 expected (3.9x, z=0.8) - spike."
Bengaluru Rural,21,2016,11,Karnataka State Local Act,57,17.8,0.6801,"Nov 2016: 57 Karnataka State Local Act in Bengaluru Rural vs ~18 expected (3.2x, z=2.1) - spike."
Bengaluru Urban,20,2021,2,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,513,148.2,0.6798,"Feb 2021: 513 Narcotic Drugs & Pshycotropic Substances in Bengaluru Urban vs ~148 expected (3.5x, z=1.9) - spike."
Chamarajanagar,27,2016,12,Karnataka State Local Act,82,30.8,0.6795,"Dec 2016: 82 Karnataka State Local Act in Chamarajanagar vs ~31 expected (2.7x, z=2.4) - spike."
Mysuru,26,2018,3,CrPC,544,154.1,0.6788,"Mar 2018: 544 Crpc in Mysuru vs ~154 expected (3.5x, z=1.8) - spike."
Bengaluru Rural,21,2016,1,CrPC,437,173.2,0.6772,"Jan 2016: 437 Crpc in Bengaluru Rural vs ~173 expected (2.5x, z=2.5) - spike."
Udupi,16,2023,6,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,30,7.0,0.6762,"Jun 2023: 30 Narcotic Drugs & Pshycotropic Substances in Udupi vs ~7 expected (4.3x, z=1.3) - spike."
Shivamogga,15,2017,6,CrPC,816,223.8,0.676,"Jun 2017: 816 Crpc in Shivamogga vs ~224 expected (3.6x, z=1.7) - spike."
Bengaluru Urban,20,2022,12,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,625,207.0,0.6742,"Dec 2022: 625 Narcotic Drugs & Pshycotropic Substances in Bengaluru Urban vs ~207 expected (3.0x, z=2.2) - spike."
Dakshina Kannada,24,2016,9,CrPC,335,85.6,0.6742,"Sep 2016: 335 Crpc in Dakshina Kannada vs ~86 expected (3.9x, z=1.5) - spike."
Mysuru,26,2023,9,CASES OF HURT,145,92.8,0.6738,"Sep 2023: 145 Cases Of Hurt in Mysuru vs ~93 expected (1.6x, z=4.0) - spike."
Dakshina Kannada,24,2018,3,CrPC,540,177.5,0.6729,"Mar 2018: 540 Crpc in Dakshina Kannada vs ~178 expected (3.0x, z=2.1) - spike."
Mysuru,26,2016,10,Karnataka State Local Act,133,51.5,0.6712,"Oct 2016: 133 Karnataka State Local Act in Mysuru vs ~52 expected (2.6x, z=2.4) - spike."
Ramanagara,29,2016,9,CrPC,100,25.8,0.6709,"Sep 2016: 100 Crpc in Ramanagara vs ~26 expected (3.9x, z=0.6) - spike."
Mysuru,26,2017,5,CrPC,536,155.4,0.67,"May 2017: 536 Crpc in Mysuru vs ~155 expected (3.4x, z=1.8) - spike."
Bengaluru Urban,20,2017,2,NEGLIGENT ACT,338,92.1,0.6693,"Feb 2017: 338 Negligent Act in Bengaluru Urban vs ~92 expected (3.7x, z=0.9) - spike."
Dharwad,09,2023,9,CYBER CRIME,40,11.9,0.6682,"Sep 2023: 40 Cyber Crime in Dharwad vs ~12 expected (3.4x, z=1.9) - spike."
Bengaluru Urban,20,2023,5,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,345,91.4,0.666,"May 2023: 345 Narcotic Drugs & Pshycotropic Substances in Bengaluru Urban vs ~91 expected (3.8x, z=1.3) - spike."
Bengaluru Urban,20,2016,12,NEGLIGENT ACT,738,231.6,0.6656,"Dec 2016: 738 Negligent Act in Bengaluru Urban vs ~232 expected (3.2x, z=1.9) - spike."
Bengaluru Urban,20,2017,2,PUBLIC SAFETY,863,231.5,0.6634,"Feb 2017: 863 Public Safety in Bengaluru Urban vs ~232 expected (3.7x, z=1.4) - spike."
Yadgir,30,2018,2,Karnataka State Local Act,48,18.9,0.6632,"Feb 2018: 48 Karnataka State Local Act in Yadgir vs ~19 expected (2.5x, z=2.5) - spike."
