src,dst,edge_type,case_id
SYN-P-01152,SYN-P-01566,co_accused,SYN-C-00096
SYN-P-01152,SYN-P-01626,co_accused,SYN-C-00096
SYN-P-01566,SYN-P-01626,co_accused,SYN-C-00096
SYN-P-00913,SYN-P-01586,co_accused,SYN-C-00097
SYN-P-01616,SYN-P-01075,co_accused,SYN-C-00098
SYN-P-01616,SYN-P-00688,co_accused,SYN-C-00098
SYN-P-01075,SYN-P-00688,co_accused,SYN-C-00098
SYN-P-00148,SYN-P-01603,co_accused,SYN-C-00099
SYN-P-00148,SYN-P-00180,co_accused,SYN-C-00099
SYN-P-00148,SYN-P-01497,co_accused,SYN-C-00099
SYN-P-01603,SYN-P-00180,co_accused,SYN-C-00099
SYN-P-01603,SYN-P-01497,co_accused,SYN-C-00099
SYN-P-00180,SYN-P-01497,co_accused,SYN-C-00099
SYN-P-00651,SYN-P-00584,co_accused,SYN-C-00100
SYN-P-01155,SYN-P-01246,co_accused,SYN-C-00101
SYN-P-01579,SYN-P-00089,co_accused,SYN-C-00104
SYN-P-00748,SYN-P-00203,co_accused,SYN-C-00105
SYN-P-00626,SYN-P-01253,co_accused,SYN-C-00107
SYN-P-01152,SYN-P-01653,co_accused,SYN-C-00109
SYN-P-00048,SYN-P-01862,co_accused,SYN-C-00113
SYN-P-01431,SYN-P-01084,co_accused,SYN-C-00116
SYN-P-00600,SYN-P-00173,co_accused,SYN-C-00118
SYN-P-01848,SYN-P-01104,co_accused,SYN-C-00125
SYN-P-00240,SYN-P-00578,co_accused,SYN-C-00128
SYN-P-01813,SYN-P-01523,co_accused,SYN-C-00130
SYN-P-01431,SYN-P-00708,co_accused,SYN-C-00132
SYN-P-00798,SYN-P-00603,co_accused,SYN-C-00133
SYN-P-00970,SYN-P-01507,co_accused,SYN-C-00135
SYN-P-01693,SYN-P-01889,co_accused,SYN-C-00139
SYN-P-01352,SYN-P-00760,co_accused,SYN-C-00140
SYN-P-01545,SYN-P-00220,co_accused,SYN-C-00141
SYN-P-00700,SYN-P-00783,co_accused,SYN-C-00142
SYN-P-01777,SYN-P-01402,co_accused,SYN-C-00144
SYN-P-01206,SYN-P-01453,co_accused,SYN-C-00149
SYN-P-01206,SYN-P-01336,co_accused,SYN-C-00149
SYN-P-01453,SYN-P-01336,co_accused,SYN-C-00149
SYN-P-00125,SYN-P-00390,co_accused,SYN-C-00150
SYN-P-00626,SYN-P-01883,co_accused,SYN-C-00151
SYN-P-00179,SYN-P-01710,co_accused,SYN-C-00152
SYN-P-00003,SYN-P-01723,co_accused,SYN-C-00155
SYN-P-01826,SYN-P-00047,co_accused,SYN-C-00156
SYN-P-00415,SYN-P-01080,co_accused,SYN-C-00159
SYN-P-00447,SYN-P-00998,co_accused,SYN-C-00160
SYN-P-00208,SYN-P-01737,co_accused,SYN-C-00161
SYN-P-01859,SYN-P-00825,co_accused,SYN-C-00163
SYN-P-01777,SYN-P-00267,co_accused,SYN-C-00165
SYN-P-01828,SYN-P-00151,co_accused,SYN-C-00166
SYN-P-00208,SYN-P-01483,co_accused,SYN-C-00167
SYN-P-01866,SYN-P-00278,co_accused,SYN-C-00168
SYN-P-01859,SYN-P-00143,co_accused,SYN-C-00169
SYN-P-00379,SYN-P-00046,co_accused,SYN-C-00171
SYN-P-00724,SYN-P-01506,co_accused,SYN-C-00172
SYN-P-00534,SYN-P-01676,co_accused,SYN-C-00173
SYN-P-00008,SYN-P-00091,co_accused,SYN-C-00178
SYN-P-00600,SYN-P-01331,co_accused,SYN-C-00179
SYN-P-01045,SYN-P-00194,co_accused,SYN-C-00180
SYN-P-00485,SYN-P-01591,co_accused,SYN-C-00181
SYN-P-01579,SYN-P-00413,co_accused,SYN-C-00182
SYN-P-01579,SYN-P-00425,co_accused,SYN-C-00182
SYN-P-00413,SYN-P-00425,co_accused,SYN-C-00182
SYN-P-01599,SYN-P-01715,co_accused,SYN-C-00183
SYN-P-00985,SYN-P-00885,co_accused,SYN-C-00184
SYN-P-00310,SYN-P-00689,co_accused,SYN-C-00185
SYN-P-01006,SYN-P-00488,co_accused,SYN-C-00186
SYN-P-01717,SYN-P-01595,co_accused,SYN-C-00187
SYN-P-01431,SYN-P-00592,co_accused,SYN-C-00188
SYN-P-01837,SYN-P-00331,co_accused,SYN-C-00189
SYN-P-00130,SYN-P-00924,co_accused,SYN-C-00190
SYN-P-00533,SYN-P-00715,co_accused,SYN-C-00191
SYN-P-00943,SYN-P-01795,co_accused,SYN-C-00192
SYN-P-01603,SYN-P-00757,co_accused,SYN-C-00193
SYN-P-01687,SYN-P-00105,co_accused,SYN-C-00194
SYN-P-00913,SYN-P-00235,co_accused,SYN-C-00195
SYN-P-00310,SYN-P-00989,co_accused,SYN-C-00198
SYN-P-01388,SYN-P-01055,co_accused,SYN-C-00200
SYN-P-01866,SYN-P-01732,co_accused,SYN-C-00201
SYN-P-01866,SYN-P-00257,co_accused,SYN-C-00201
SYN-P-01732,SYN-P-00257,co_accused,SYN-C-00201
SYN-P-01599,SYN-P-01824,co_accused,SYN-C-00204
SYN-P-00346,SYN-P-01821,co_accused,SYN-C-00206
SYN-P-01603,SYN-P-01124,co_accused,SYN-C-00209
SYN-P-01599,SYN-P-00774,co_accused,SYN-C-00210
SYN-P-00534,SYN-P-01730,co_accused,SYN-C-00213
SYN-P-00341,SYN-P-01446,co_accused,SYN-C-00214
SYN-P-00341,SYN-P-01134,co_accused,SYN-C-00214
SYN-P-01446,SYN-P-01134,co_accused,SYN-C-00214
SYN-P-01717,SYN-P-00779,co_accused,SYN-C-00216
SYN-P-01478,SYN-P-01001,co_accused,SYN-C-00218
SYN-P-01352,SYN-P-01675,co_accused,SYN-C-00219
SYN-P-01646,SYN-P-01752,co_accused,SYN-C-00220
SYN-P-01160,SYN-P-01589,co_accused,SYN-C-00221
SYN-P-00717,SYN-P-00021,co_accused,SYN-C-00222
SYN-P-01221,SYN-P-01835,co_accused,SYN-C-00223
SYN-P-00125,SYN-P-00982,co_accused,SYN-C-00224
SYN-P-00513,SYN-P-01345,co_accused,SYN-C-00225
SYN-P-01826,SYN-P-00957,co_accused,SYN-C-00226
SYN-P-00226,SYN-P-00417,co_accused,SYN-C-00227
SYN-P-00443,SYN-P-00527,co_accused,SYN-C-00229
SYN-P-00485,SYN-P-00197,co_accused,SYN-C-00230
SYN-P-01843,SYN-P-00031,co_accused,SYN-C-00231
SYN-P-01045,SYN-P-00935,co_accused,SYN-C-00233
SYN-P-00485,SYN-P-01704,co_accused,SYN-C-00236
SYN-P-00485,SYN-P-01240,co_accused,SYN-C-00236
SYN-P-01704,SYN-P-01240,co_accused,SYN-C-00236
SYN-P-00534,SYN-P-00440,co_accused,SYN-C-00237
SYN-P-01599,SYN-P-01112,co_accused,SYN-C-00238
SYN-P-01813,SYN-P-00742,co_accused,SYN-C-00239
SYN-P-00600,SYN-P-01810,co_accused,SYN-C-00242
SYN-P-00600,SYN-P-01898,co_accused,SYN-C-00242
SYN-P-01810,SYN-P-01898,co_accused,SYN-C-00242
SYN-P-00226,SYN-P-01346,co_accused,SYN-C-00243
SYN-P-00226,SYN-P-01308,co_accused,SYN-C-00243
SYN-P-01346,SYN-P-01308,co_accused,SYN-C-00243
SYN-P-00226,SYN-P-01771,co_accused,SYN-C-00247
SYN-P-00415,SYN-P-01844,co_accused,SYN-C-00248
SYN-P-00415,SYN-P-01674,co_accused,SYN-C-00248
SYN-P-01844,SYN-P-01674,co_accused,SYN-C-00248
SYN-P-00130,SYN-P-00859,co_accused,SYN-C-00249
SYN-P-00130,SYN-P-00503,co_accused,SYN-C-00249
SYN-P-00130,SYN-P-01105,co_accused,SYN-C-00249
SYN-P-00859,SYN-P-00503,co_accused,SYN-C-00249
SYN-P-00859,SYN-P-01105,co_accused,SYN-C-00249
SYN-P-00503,SYN-P-01105,co_accused,SYN-C-00249
SYN-P-01239,SYN-P-01217,co_accused,SYN-C-00250
SYN-P-01239,SYN-P-00459,co_accused,SYN-C-00250
SYN-P-01217,SYN-P-00459,co_accused,SYN-C-00250
SYN-P-00874,SYN-P-01573,co_accused,SYN-C-00251
SYN-P-00626,SYN-P-01067,co_accused,SYN-C-00252
SYN-P-00415,SYN-P-01437,co_accused,SYN-C-00256
SYN-P-00415,SYN-P-01385,co_accused,SYN-C-00256
SYN-P-01437,SYN-P-01385,co_accused,SYN-C-00256
SYN-P-00625,SYN-P-01822,co_accused,SYN-C-00258
SYN-P-01352,SYN-P-01431,co_accused,SYN-C-00262
SYN-P-01352,SYN-P-00642,co_accused,SYN-C-00262
SYN-P-01352,SYN-P-01853,co_accused,SYN-C-00262
SYN-P-01431,SYN-P-00642,co_accused,SYN-C-00262
SYN-P-01431,SYN-P-01853,co_accused,SYN-C-00262
SYN-P-00642,SYN-P-01853,co_accused,SYN-C-00262
SYN-P-01693,SYN-P-01494,co_accused,SYN-C-00264
SYN-P-01693,SYN-P-00940,co_accused,SYN-C-00264
SYN-P-01494,SYN-P-00940,co_accused,SYN-C-00264
SYN-P-00379,SYN-P-01216,co_accused,SYN-C-00265
SYN-P-00379,SYN-P-00327,co_accused,SYN-C-00265
SYN-P-01216,SYN-P-00327,co_accused,SYN-C-00265
SYN-P-00334,SYN-P-00092,co_accused,SYN-C-00266
SYN-P-00334,SYN-P-01193,co_accused,SYN-C-00266
SYN-P-00092,SYN-P-01193,co_accused,SYN-C-00266
SYN-P-00398,SYN-P-00888,co_accused,SYN-C-00267
SYN-P-00485,SYN-P-00561,co_accused,SYN-C-00268
SYN-P-01486,SYN-P-01123,co_accused,SYN-C-00270
SYN-P-01828,SYN-P-00128,co_accused,SYN-C-00271
SYN-P-00807,SYN-P-00778,co_accused,SYN-C-00274
SYN-P-00807,SYN-P-00248,co_accused,SYN-C-00274
SYN-P-00807,SYN-P-01165,co_accused,SYN-C-00274
SYN-P-00778,SYN-P-00248,co_accused,SYN-C-00274
SYN-P-00778,SYN-P-01165,co_accused,SYN-C-00274
SYN-P-00248,SYN-P-01165,co_accused,SYN-C-00274
SYN-P-01352,SYN-P-01625,co_accused,SYN-C-00277
SYN-P-00443,SYN-P-00006,co_accused,SYN-C-00280
SYN-P-00798,SYN-P-00719,co_accused,SYN-C-00281
SYN-P-00970,SYN-P-01875,co_accused,SYN-C-00282
SYN-P-00970,SYN-P-01102,co_accused,SYN-C-00282
SYN-P-00970,SYN-P-00999,co_accused,SYN-C-00282
SYN-P-01875,SYN-P-01102,co_accused,SYN-C-00282
SYN-P-01875,SYN-P-00999,co_accused,SYN-C-00282
SYN-P-01102,SYN-P-00999,co_accused,SYN-C-00282
SYN-P-00798,SYN-P-01688,co_accused,SYN-C-00283
SYN-P-01828,SYN-P-00186,co_accused,SYN-C-00284
SYN-P-00748,SYN-P-01205,co_accused,SYN-C-00285
SYN-P-00179,SYN-P-00617,co_accused,SYN-C-00286
SYN-P-00283,SYN-P-00418,co_accused,SYN-C-00287
SYN-P-01478,SYN-P-01801,co_accused,SYN-C-00290
SYN-P-01478,SYN-P-00512,co_accused,SYN-C-00290
SYN-P-01801,SYN-P-00512,co_accused,SYN-C-00290
SYN-P-01643,SYN-P-01127,co_accused,SYN-C-00291
SYN-P-01388,SYN-P-01226,co_accused,SYN-C-00293
SYN-P-00485,SYN-P-01689,co_accused,SYN-C-00295
SYN-P-01478,SYN-P-00214,co_accused,SYN-C-00296
SYN-P-01837,SYN-P-01301,co_accused,SYN-C-00298
SYN-P-00334,SYN-P-01647,co_accused,SYN-C-00300
SYN-P-00778,SYN-P-00122,co_accused,SYN-C-00304
SYN-P-00626,SYN-P-01343,co_accused,SYN-C-00307
SYN-P-00485,SYN-P-01257,co_accused,SYN-C-00309
SYN-P-01848,SYN-P-00281,co_accused,SYN-C-00312
SYN-P-00993,SYN-P-00159,co_accused,SYN-C-00313
SYN-P-00493,SYN-P-00261,co_accused,SYN-C-00314
SYN-P-00493,SYN-P-00785,co_accused,SYN-C-00315
SYN-P-00493,SYN-P-01367,co_accused,SYN-C-00315
SYN-P-00785,SYN-P-01367,co_accused,SYN-C-00315
SYN-P-00765,SYN-P-01116,co_accused,SYN-C-00319
SYN-P-00443,SYN-P-01492,co_accused,SYN-C-00320
SYN-P-00700,SYN-P-01394,co_accused,SYN-C-00321
SYN-P-01486,SYN-P-01411,co_accused,SYN-C-00325
SYN-P-01643,SYN-P-00641,co_accused,SYN-C-00327
SYN-P-01837,SYN-P-00913,co_accused,SYN-C-00328
SYN-P-01837,SYN-P-01545,co_accused,SYN-C-00328
SYN-P-01837,SYN-P-00342,co_accused,SYN-C-00328
SYN-P-01837,SYN-P-00986,co_accused,SYN-C-00328
SYN-P-01837,SYN-P-00039,co_accused,SYN-C-00328
SYN-P-00913,SYN-P-01545,co_accused,SYN-C-00328
SYN-P-00913,SYN-P-00342,co_accused,SYN-C-00328
SYN-P-00913,SYN-P-00986,co_accused,SYN-C-00328
SYN-P-00913,SYN-P-00039,co_accused,SYN-C-00328
SYN-P-01545,SYN-P-00342,co_accused,SYN-C-00328
SYN-P-01545,SYN-P-00986,co_accused,SYN-C-00328
SYN-P-01545,SYN-P-00039,co_accused,SYN-C-00328
SYN-P-00342,SYN-P-00986,co_accused,SYN-C-00328
SYN-P-00342,SYN-P-00039,co_accused,SYN-C-00328
SYN-P-00986,SYN-P-00039,co_accused,SYN-C-00328
SYN-P-00081,SYN-P-01265,co_accused,SYN-C-00330
SYN-P-00533,SYN-P-00925,co_accused,SYN-C-00333
SYN-P-00081,SYN-P-00597,co_accused,SYN-C-00334
SYN-P-00008,SYN-P-01427,co_accused,SYN-C-00335
SYN-P-00724,SYN-P-00841,co_accused,SYN-C-00336
SYN-P-00334,SYN-P-00096,co_accused,SYN-C-00338
SYN-P-00874,SYN-P-01327,co_accused,SYN-C-00339
SYN-P-00379,SYN-P-01405,co_accused,SYN-C-00340
SYN-P-00626,SYN-P-01024,co_accused,SYN-C-00342
SYN-P-00807,SYN-P-01375,co_accused,SYN-C-00346
SYN-P-01717,SYN-P-00887,co_accused,SYN-C-00348
SYN-P-00008,SYN-P-00114,co_accused,SYN-C-00349
SYN-P-01693,SYN-P-00058,co_accused,SYN-C-00350
SYN-P-01693,SYN-P-00233,co_accused,SYN-C-00350
SYN-P-00058,SYN-P-00233,co_accused,SYN-C-00350
SYN-P-00724,SYN-P-00385,co_accused,SYN-C-00351
SYN-P-01800,SYN-P-00914,co_accused,SYN-C-00352
SYN-P-00493,SYN-P-00229,co_accused,SYN-C-00353
SYN-P-00493,SYN-P-01042,co_accused,SYN-C-00353
SYN-P-00229,SYN-P-01042,co_accused,SYN-C-00353
SYN-P-01072,SYN-P-01245,co_accused,SYN-C-00354
SYN-P-00724,SYN-P-01535,co_accused,SYN-C-00355
SYN-P-00874,SYN-P-01899,co_accused,SYN-C-00356
SYN-P-01045,SYN-P-00861,co_accused,SYN-C-00358
SYN-P-00398,SYN-P-00019,co_accused,SYN-C-00359
SYN-P-00874,SYN-P-01700,co_accused,SYN-C-00360
SYN-P-00533,SYN-P-00393,co_accused,SYN-C-00361
SYN-P-00386,SYN-P-01645,co_accused,SYN-C-00363
SYN-P-00807,SYN-P-00602,co_accused,SYN-C-00364
SYN-P-00179,SYN-P-00127,co_accused,SYN-C-00365
SYN-P-00230,SYN-P-01691,co_accused,SYN-C-00367
SYN-P-00230,SYN-P-01847,co_accused,SYN-C-00367
SYN-P-00230,SYN-P-01766,co_accused,SYN-C-00367
SYN-P-01691,SYN-P-01847,co_accused,SYN-C-00367
SYN-P-01691,SYN-P-01766,co_accused,SYN-C-00367
SYN-P-01847,SYN-P-01766,co_accused,SYN-C-00367
SYN-P-00600,SYN-P-01040,co_accused,SYN-C-00370
SYN-P-01511,SYN-P-01356,co_accused,SYN-C-00373
SYN-P-00295,SYN-P-00771,co_accused,SYN-C-00375
SYN-P-00295,SYN-P-00213,co_accused,SYN-C-00375
SYN-P-00771,SYN-P-00213,co_accused,SYN-C-00375
SYN-P-00600,SYN-P-00952,co_accused,SYN-C-00376
SYN-P-00951,SYN-P-00828,co_accused,SYN-C-00377
SYN-P-00398,SYN-P-00008,co_accused,SYN-C-00378
SYN-P-00398,SYN-P-00604,co_accused,SYN-C-00378
SYN-P-00398,SYN-P-00431,co_accused,SYN-C-00378
SYN-P-00008,SYN-P-00604,co_accused,SYN-C-00378
SYN-P-00008,SYN-P-00431,co_accused,SYN-C-00378
SYN-P-00604,SYN-P-00431,co_accused,SYN-C-00378
SYN-P-00971,SYN-P-01065,co_accused,SYN-C-00379
SYN-P-00807,SYN-P-01785,co_accused,SYN-C-00380
SYN-P-00179,SYN-P-01561,co_accused,SYN-C-00381
SYN-P-00513,SYN-P-01380,co_accused,SYN-C-00382
SYN-P-00513,SYN-P-00917,co_accused,SYN-C-00382
SYN-P-01380,SYN-P-00917,co_accused,SYN-C-00382
SYN-P-01166,SYN-P-00787,co_accused,SYN-C-00383
SYN-P-00807,SYN-P-00812,co_accused,SYN-C-00385
SYN-P-01606,SYN-P-01409,co_accused,SYN-C-00387
SYN-P-00966,SYN-P-00251,co_accused,SYN-C-00388
SYN-P-01843,SYN-P-01125,co_accused,SYN-C-00389
SYN-P-00798,SYN-P-01881,co_accused,SYN-C-00392
SYN-P-00283,SYN-P-01517,co_accused,SYN-C-00394
SYN-P-00181,SYN-P-01132,co_accused,SYN-C-00402
SYN-P-01693,SYN-P-00490,co_accused,SYN-C-00405
SYN-P-00600,SYN-P-00161,co_accused,SYN-C-00408
SYN-P-00616,SYN-P-01418,co_accused,SYN-C-00409
SYN-P-01117,SYN-P-01511,co_accused,SYN-C-00412
SYN-P-01117,SYN-P-00008,co_accused,SYN-C-00412
SYN-P-01117,SYN-P-01077,co_accused,SYN-C-00412
SYN-P-01117,SYN-P-00145,co_accused,SYN-C-00412
SYN-P-01117,SYN-P-01008,co_accused,SYN-C-00412
SYN-P-01511,SYN-P-00008,co_accused,SYN-C-00412
SYN-P-01511,SYN-P-01077,co_accused,SYN-C-00412
SYN-P-01511,SYN-P-00145,co_accused,SYN-C-00412
SYN-P-01511,SYN-P-01008,co_accused,SYN-C-00412
SYN-P-00008,SYN-P-01077,co_accused,SYN-C-00412
SYN-P-00008,SYN-P-00145,co_accused,SYN-C-00412
SYN-P-00008,SYN-P-01008,co_accused,SYN-C-00412
SYN-P-01077,SYN-P-00145,co_accused,SYN-C-00412
SYN-P-01077,SYN-P-01008,co_accused,SYN-C-00412
SYN-P-00145,SYN-P-01008,co_accused,SYN-C-00412
SYN-P-01045,SYN-P-00611,co_accused,SYN-C-00413
SYN-P-00513,SYN-P-01587,co_accused,SYN-C-00414
SYN-P-00533,SYN-P-00754,co_accused,SYN-C-00415
SYN-P-00554,SYN-P-00389,co_accused,SYN-C-00416
SYN-P-01687,SYN-P-01190,co_accused,SYN-C-00418
SYN-P-01800,SYN-P-01781,co_accused,SYN-C-00424
SYN-P-00513,SYN-P-00718,co_accused,SYN-C-00426
SYN-P-00700,SYN-P-00487,co_accused,SYN-C-00427
SYN-P-00513,SYN-P-00836,co_accused,SYN-C-00431
SYN-P-00513,SYN-P-00623,co_accused,SYN-C-00431
SYN-P-00836,SYN-P-00623,co_accused,SYN-C-00431
SYN-P-00513,SYN-P-00276,co_accused,SYN-C-00432
SYN-P-01378,SYN-P-01637,co_accused,SYN-C-00435
SYN-P-01378,SYN-P-00589,co_accused,SYN-C-00435
SYN-P-01637,SYN-P-00589,co_accused,SYN-C-00435
SYN-P-01519,SYN-P-00358,co_accused,SYN-C-00438
SYN-P-00892,SYN-P-00040,co_accused,SYN-C-00439
SYN-P-00892,SYN-P-01271,co_accused,SYN-C-00439
SYN-P-00040,SYN-P-01271,co_accused,SYN-C-00439
SYN-P-01527,SYN-P-01374,co_accused,SYN-C-00441
SYN-P-00908,SYN-P-00028,co_accused,SYN-C-00442
SYN-P-01302,SYN-P-00918,co_accused,SYN-C-00443
SYN-P-01302,SYN-P-00285,co_accused,SYN-C-00443
SYN-P-00918,SYN-P-00285,co_accused,SYN-C-00443
SYN-P-01794,SYN-P-01690,co_accused,SYN-C-00444
SYN-P-00823,SYN-P-00120,co_accused,SYN-C-00446
SYN-P-00810,SYN-P-00076,co_accused,SYN-C-00447
SYN-P-01572,SYN-P-01571,co_accused,SYN-C-00451
SYN-P-00314,SYN-P-01293,co_accused,SYN-C-00454
SYN-P-00936,SYN-P-01666,co_accused,SYN-C-00455
SYN-P-01382,SYN-P-01863,co_accused,SYN-C-00458
SYN-P-01753,SYN-P-00518,co_accused,SYN-C-00459
SYN-P-00338,SYN-P-01020,co_accused,SYN-C-00460
SYN-P-01724,SYN-P-00692,co_accused,SYN-C-00462
SYN-P-01569,SYN-P-01746,co_accused,SYN-C-00465
SYN-P-01621,SYN-P-01530,co_accused,SYN-C-00467
SYN-P-01232,SYN-P-00633,co_accused,SYN-C-00468
SYN-P-01052,SYN-P-00696,co_accused,SYN-C-00469
SYN-P-00232,SYN-P-01211,co_accused,SYN-C-00470
SYN-P-00311,SYN-P-01305,co_accused,SYN-C-00471
SYN-P-01646,SYN-P-00824,co_accused,SYN-C-00472
SYN-P-00687,SYN-P-00665,co_accused,SYN-C-00473
SYN-P-00221,SYN-P-01768,co_accused,SYN-C-00475
SYN-P-01228,SYN-P-00212,co_accused,SYN-C-00476
SYN-P-01855,SYN-P-01434,co_accused,SYN-C-00479
SYN-P-00586,SYN-P-00437,co_accused,SYN-C-00480
SYN-P-01219,SYN-P-00243,co_accused,SYN-C-00481
SYN-P-01275,SYN-P-00730,co_accused,SYN-C-00482
SYN-P-01511,SYN-P-00834,co_accused,SYN-C-00483
SYN-P-00959,SYN-P-00919,co_accused,SYN-C-00484
SYN-P-00978,SYN-P-00856,co_accused,SYN-C-00485
SYN-P-01533,SYN-P-01521,co_accused,SYN-C-00486
SYN-P-01533,SYN-P-01247,co_accused,SYN-C-00486
SYN-P-01521,SYN-P-01247,co_accused,SYN-C-00486
SYN-P-01324,SYN-P-01294,co_accused,SYN-C-00487
SYN-P-01813,SYN-P-00675,co_accused,SYN-C-00488
SYN-P-00537,SYN-P-00147,co_accused,SYN-C-00489
SYN-P-00268,SYN-P-00927,co_accused,SYN-C-00490
SYN-P-00268,SYN-P-00594,co_accused,SYN-C-00490
